MRP,SP,cat_url,description,img_url,product_url,title,
135,125.55,,"Taking care of your lovely tresses in today's polluted world is not an easy task. L'Oreal Paris Total Repair 5 Advanced Repairing Shampoo just makes this a lot easier. It fights against the 5 visible signs of damaged hair; hair fall, dullness, dryness, roughness and split ends effectively with its advanced Ceramide formula. Penetrating your hair from root to tip, this repairs your damaged hair and makes your mane strong, healthy and shiny. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490642410/l-oreal-total-repair-5-shampoo-175-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/l-oreal-paris-total-repair-5-advanced-repairing-shampoo-175-ml/490642410,https://www.jiomart.com/p/groceries/l-oreal-paris-total-repair-5-advanced-repairing-shampoo-175-ml/490642410,L'Oreal Paris Total Repair 5 Advanced Repairing Shampoo 175 ml (With Extra 10%)
120,111.6,,"Bajaj Almond Drops Non Sticky Hair Oil is the no.1 hair oil in the light hair oil segment. It is enriched with sweet almond oil. It nourishes the scalp and keeps hair healthy and beautiful. It is non-sticky hair oil. This premium hair oil, enriched with Sweet Almond oil, nourishes the scalp and keeps hair healthy and beautiful. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003988/bajaj-almond-drops-non-sticky-hair-oil-200-ml-0-20200924.jpg,https://www.jiomart.com/p/groceries/bajaj-almond-drops-non-sticky-hair-oil-200-ml/490003988,https://www.jiomart.com/p/groceries/bajaj-almond-drops-non-sticky-hair-oil-200-ml/490003988,Bajaj Almond Drops Non Sticky Hair Oil 200 ml
134,124.62,,"Are pollution and constant use of hair products making your hair dull? Use Dabur Amla Hair Oil that strengthens your hair from within, ensures healthy hair and controls premature greying. This hair oil nourishes the scalp and strengthens the hair strands, from root to tip, to give you thick, long and shiny hair. So what are you waiting for? Buy the product at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/490004774/dabur-amla-hair-oil-275-ml-0-20200919.jpg,https://www.jiomart.com/p/groceries/dabur-amla-hair-oil-275-ml/490004774,https://www.jiomart.com/p/groceries/dabur-amla-hair-oil-275-ml/490004774,Dabur Amla Hair Oil 275 ml
88,81.84,,"Are pollution and constant use of hair products making your hair dull? Use Dabur Amla Hair Oil that strengthens your hair from within. It ensures healthy hair and controls premature greying. This hair oil nourishes the scalp and strengthens the hair strands, from root to tip, to give you thick, long and shiny hair. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490004773/dabur-amla-hair-oil-180-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/dabur-amla-hair-oil-180-ml/490004773,https://www.jiomart.com/p/groceries/dabur-amla-hair-oil-180-ml/490004773,Dabur Amla Hair Oil 180 ml
140,130.2,,"Himalaya Tea Tree Oil and Aloe Vera Anti-Dandruff Shampoo gently removes dandruff and nourishes and strengthens hair roots, ensuring a healthy scalp. Natural ingredients help moisturize the hair, preventing dryness. It addresses the root cause of dandruff such as Malassezia fungus and dry scalp, while being gentle on hair. Fortified with herbal ingredients like Tea Tree Oil, Chickpea and Aloe Vera, Himalaya's Anti-Dandruff Shampoo effectively helps control dandruff and provides nourishment to the hair shaft. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490003346/himalaya-tea-tree-oil-and-aloe-vera-anti-dandruff-shampoo-200-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/himalaya-tea-tree-oil-and-aloe-vera-anti-dandruff-shampoo-200-ml/490003346,https://www.jiomart.com/p/groceries/himalaya-tea-tree-oil-and-aloe-vera-anti-dandruff-shampoo-200-ml/490003346,Himalaya Tea Tree Oil and Aloe Vera Anti-Dandruff Shampoo 200 ml
78,72.54,,"Navratana Cool Ayurvedic Hair Oil is a combination of nine unique Ayurvedic Herbs which provides relief from daily mental and physical stress-related symptoms like a headache, fatigue, tension and insomnia. It not only solves specific hair and body ailments but also delivers superlatively on all desired benefits, like beauty and nourishment. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490016052/navratana-cool-ayurvedic-hair-oil-100-ml-0-20200621.jpeg,https://www.jiomart.com/p/groceries/navratana-cool-ayurvedic-hair-oil-100-ml/490016052,https://www.jiomart.com/p/groceries/navratana-cool-ayurvedic-hair-oil-100-ml/490016052,Navratana Cool Ayurvedic Hair Oil 100 ml
155,130,,"Get thick and strong hair by using Hair & Care Moisturising Fruit Oils With Olive, Mosambi & Green Apple Hair Oil. This product gives your hair the much needed intense nourishment. This fruity hair oil features herbal protein extracts of Olive, Mosambi & Green Apple that instantly give you a healthy and lustrous mane. The unique non-sticky formula of this oil gives you free-flowing, stylish hair even after oiling. This oil penetrates deep into the hair, ensuring good hair health and provides intensive care. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002170/hair-care-moisturising-fruit-oils-with-green-apple-olive-mosambi-hair-oil-300-ml-0-20201015.jpg,https://www.jiomart.com/p/groceries/hair-care-moisturising-fruit-oils-with-green-apple-olive-mosambi-hair-oil-300-ml/490002170,https://www.jiomart.com/p/groceries/hair-care-moisturising-fruit-oils-with-green-apple-olive-mosambi-hair-oil-300-ml/490002170,"Hair & Care Moisturising Fruit Oils With Green Apple, Olive & Mosambi Hair Oil 300 ml"
130,120.9,,"Himalaya Butea Frondosa & Bhringaraja Anti-Hair Fall Shampoo has a breakthrough 2-in-1 formula that reduces hair fall and provides nourishment to hair shafts. It also conditions and improves your hair texture to reduce hair fall due to breakage. The herbs Butea Frondosa and Bhringaraja stimulate hair follicle growth and are effective in strengthening hair roots and controlling hair fall. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490763661/himalaya-butea-frondosa-bhringaraja-anti-hair-fall-shampoo-200-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/himalaya-butea-frondosa-bhringaraja-anti-hair-fall-shampoo-200-ml/490763661,https://www.jiomart.com/p/groceries/himalaya-butea-frondosa-bhringaraja-anti-hair-fall-shampoo-200-ml/490763661,Himalaya Butea Frondosa & Bhringaraja Anti-Hair Fall Shampoo 200 ml
178,119.26,,"Chik Protein Solutions Hairfall Prevent Egg White Shampoo strengthens damaged hair giving you thicker andÂ healthierÂ hair. This shampoo also helps reduce hair fall problems giving you a lusciously thicker mane. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491336883/chik-protein-solutions-hairfall-prevent-egg-white-shampoo-340-ml-0-20201015.jpg,https://www.jiomart.com/p/groceries/chik-protein-solutions-hairfall-prevent-egg-white-shampoo-340-ml/491336883,https://www.jiomart.com/p/groceries/chik-protein-solutions-hairfall-prevent-egg-white-shampoo-340-ml/491336883,Chik Protein Solutions Hairfall Prevent Egg White Shampoo 340 ml
250,199,,"Livon Damage Protection Vitamin E Hair Serum controls frizz, eases out tangles and reduces breakage to give you silky, shiny hair. The new Livon Serum is designed to be so lightweight that you don't feel it at all, once applied. It has a mild fragrance which is inspired by fine fragrances. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490015509/livon-silky-potion-detangling-hair-serum-100-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/livon-damage-protection-vitamin-e-hair-serum-100-ml/490015509,https://www.jiomart.com/p/groceries/livon-damage-protection-vitamin-e-hair-serum-100-ml/490015509,Livon Damage Protection Vitamin E Hair Serum 100 ml
282,262.26,,"Protect your coloured hair from damages with the L'Oreal Paris Colour Protect Shampoo. It safeguards hair from dirt, pollution and harmful sun rays that can cause damage to your coloured hair. It contains a colour protecting formula that keeps your favourite shades long lasting. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490766734/l-oreal-paris-color-protect-shampoo-396-ml-with-extra-10-0-20200824.jpg,https://www.jiomart.com/p/groceries/l-oreal-paris-colour-protect-shampoo-396-ml/490766734,https://www.jiomart.com/p/groceries/l-oreal-paris-colour-protect-shampoo-396-ml/490766734,L'Oreal Paris Color Protect Shampoo 396 ml (With Extra 10%)
75,69,,"Parachute Advansed Jasmine Non-Sticky Coconut Hair Oil gives your hair care routine a twist of health and nourishment. This is a non-sticky hair oil that gives your hair the much-needed nourishment and complete protection from hair damage, split ends and breakage. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002114/parachute-advansed-jasmine-coconut-hair-oil-200-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/parachute-advansed-jasmine-non-sticky-coconut-hair-oil-190-ml-free-45-ml/490002114,https://www.jiomart.com/p/groceries/parachute-advansed-jasmine-non-sticky-coconut-hair-oil-190-ml-free-45-ml/490002114,Parachute Advansed Jasmine Non-Sticky Coconut Hair Oil 190 ml (Free 45 ml)
60,55.8,,"Did you know? Brushing cleans only 25% of your mouth. Germs left behind in your mouth may cause bad breath, plaque and gum problems. Listerine Cavity Fighter Mouthwash reaches all parts of your mouth to remove 99.9% germs and reduce gum problems in 2 weeks. The unique formula with 4 Essential Oils (Menthol, Thymol, Eucalyptol, Oil of Wintergreen) deeply penetrates to remove the bacteria in the plaque biofilm. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491046208/listerine-cavity-fighter-mouthwash-80-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/listerine-cavity-fighter-mouthwash-80-ml/491046208,https://www.jiomart.com/p/groceries/listerine-cavity-fighter-mouthwash-80-ml/491046208,Listerine Cavity Fighter Mouthwash 80 ml
60,45,,"Himalaya Sparkling White Gel Toothpaste is a breakthrough herbal formulation based on plant enzyme technology that gently removes surface stains on your teeth. It contains Papain and Bromelain, enzymes present in Papaya and Pineapple, which safely whiten teeth. Miswak and Clove provide all-day protection from germs. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491296366/himalaya-sparkling-white-gel-toothpaste-80-g-0-20200930.jpg,https://www.jiomart.com/p/groceries/himalaya-sparkling-white-gel-toothpaste-80-g/491296366,https://www.jiomart.com/p/groceries/himalaya-sparkling-white-gel-toothpaste-80-g/491296366,Himalaya Sparkling White Gel Toothpaste 80 g
20,18.6,,"Colgate Kids Toothbrush (2+ Years) is specially designed for kids of ages two years and above. The rounded head and extra soft bristles of the kid's brush work gently on the developing teeth and molars of kids. The multi-height bristles are specially designed to fit comfortably around small teeth and mouths. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002232/colgate-extra-soft-kids-toothbrush-2-years--0-20200621.jpeg,https://www.jiomart.com/p/groceries/colgate-extra-soft-kids-toothbrush-2-years/490002232,https://www.jiomart.com/p/groceries/colgate-extra-soft-kids-toothbrush-2-years/490002232,Colgate (Extra Soft) Kids Toothbrush (2+ Years)
52,48.36,,"Restore your bright and healthy smile everyday with the Pepsodent Germicheck+ Cavity Protection Toothpaste. Keep your teeth white and shining all day long while it also helps you fight unwanted dental problems like tartar build up and plaque formation. Enriched with the goodness of Fluoride and Germicheck formula, it keeps your teeth and gums healthy. Regular use of the toothpaste gives you stronger and shinier teeth. So what are you waiting for? Buy this product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002345/pepsodent-germicheck-cavity-protection-toothpaste-100-g-0-20200630.jpg,https://www.jiomart.com/p/groceries/pepsodent-germicheck-cavity-protection-toothpaste-100-g/490002345,https://www.jiomart.com/p/groceries/pepsodent-germicheck-cavity-protection-toothpaste-100-g/490002345,Pepsodent Germicheck+ Cavity Protection Toothpaste 100 g
90,60,,"Say goodbye to bad mouth odor with Colgate Batman Bubble Fruit Flavour Kids Toothpaste. It helps keep your teeth strong and keep your breath odour free. This toothpaste from Colgate is specially made for kids of 6 plus years with a Batman theme, keeping in mind its use and safety for children. So what are you waiting for? Buy Colgate Batman Bubble Fruit Flavour Kids Toothpaste online today!",https://www.jiomart.com/images/product/420x420/490611711/colgate-batman-bubble-fruit-flavor-kids-toothpaste-80-g-6-years-0-20200921.jpg,https://www.jiomart.com/p/groceries/colgate-batman-bubble-fruit-flavor-kids-toothpaste-80-g-6-years/490611711,https://www.jiomart.com/p/groceries/colgate-batman-bubble-fruit-flavor-kids-toothpaste-80-g-6-years/490611711,Colgate Batman Bubble Fruit Flavor Kids Toothpaste 80 g (6+ Years)
79,60,,"Colgate Barbie Kids Toothbrush comes with your child's favourite character on it to make brushing even more exciting and fun. The extra soft bristles of this kids brush, work gently on their developing teeth and gums. The toothbrush is designed with a non-slip handle and a convenient thumb rest for a better and a comfortable grip. So what are you waiting for? Buy this product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490896791/colgate-barbie-extra-soft-kids-toothbrush-5-years-0-20201016.jpg,https://www.jiomart.com/p/groceries/colgate-barbie-extra-soft-kids-toothbrush-5-years/490896791,https://www.jiomart.com/p/groceries/colgate-barbie-extra-soft-kids-toothbrush-5-years/490896791,Colgate Barbie (Extra Soft) Kids Toothbrush (5+ Years)
20,18.6,,"Provide your pearly white teeth excellent all-round protection by choosing Colgate Dental Cream Tooth Paste that strengthens your teeth and cleans your mouth thoroughly. It not only repairs early cavities but also fights plaque, bad breath, and gingivitis. The great mint taste freshens your breath. Make this a part of your daily oral hygiene. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002197/colgate-strong-teeth-dental-cream-toothpaste-48-g-0-20200622.jpeg,https://www.jiomart.com/p/groceries/colgate-strong-teeth-dental-cream-toothpaste-48-g/490002197,https://www.jiomart.com/p/groceries/colgate-strong-teeth-dental-cream-toothpaste-48-g/490002197,Colgate Strong Teeth Dental Cream Toothpaste 48 g
97,90.21,,"Colgate Total Advanced Health Toothpaste provides 12-hour germ protection. This helps prevent plaque, gingivitis, tartar build-up and bad breath, giving complete germ protection to your mouth. Bring home the most advanced toothpaste. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002214/colgate-total-advanced-health-toothpaste-120-g-0-20201016.jpg,https://www.jiomart.com/p/groceries/colgate-total-advanced-health-toothpaste-120-g/490002214,https://www.jiomart.com/p/groceries/colgate-total-advanced-health-toothpaste-120-g/490002214,Colgate Total Advanced Health Toothpaste 120 g
55,51.15,,"Carry a confident, healthy and white smile after using Colgate Active Salt Tooth Paste. This toothpaste has an advanced dental formula that protects your teeth and gums from cavities and plaque. Enjoy clean and fresh breath all day long, a complete care kit for your family's oral health. Along with a floss, Brush your teeth twice a day with Colgate Total Advanced Health Toothpaste for great results. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002193/colgate-active-salt-toothpaste-100-g-0-20201015.jpg,https://www.jiomart.com/p/groceries/colgate-active-salt-toothpaste-100-g/490002193,https://www.jiomart.com/p/groceries/colgate-active-salt-toothpaste-100-g/490002193,Colgate Active Salt Toothpaste 100 g
135,121.5,,"Parachute Advansed Jasmine Coconut Non-Sticky Hair Oil gives your hair care routine a twist of health and nourishment. This non-sticky hair oil provides complete protection from hair damage, split ends and breakage. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490819089/parachute-advansed-jasmine-coconut-non-sticky-hair-oil-300-ml-0-20201015.jpg,https://www.jiomart.com/p/groceries/parachute-advansed-jasmine-coconut-non-sticky-hair-oil-300-ml/490819089,https://www.jiomart.com/p/groceries/parachute-advansed-jasmine-coconut-non-sticky-hair-oil-300-ml/490819089,Parachute Advansed Jasmine Coconut Non-Sticky Hair Oil 300 ml
399,371.07,,"It's time to get even-toned and younger-looking skin with Olay Total Effects 7 In 1 Anti-Ageing SPF 15 Normal Day Cream. It is enriched with the goodness of Vitamins that help you keep your skin hydrated, thus giving it a silky smooth texture. This product contains SPF 15 and anti-ageing complex that can give you complete protection from UV rays and seven signs of ageing. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490611690/olay-total-effects-7-in-1-anti-ageing-spf-15-normal-day-cream-20-g-0-20200918.jpg,https://www.jiomart.com/p/groceries/olay-total-effects-7-in-1-anti-ageing-spf-15-normal-day-cream-20-g/490611690,https://www.jiomart.com/p/groceries/olay-total-effects-7-in-1-anti-ageing-spf-15-normal-day-cream-20-g/490611690,Olay Total Effects 7 In 1 Anti-Ageing SPF 15 Normal Day Cream 20 g
70,65,,"Brunch date, dinner with friends or a pre-wedding facial? Try Everyuth Advanced Golden Glow Peel Off Mask which gives you a quick-fix in just 15 minutes. It is enriched with the goodness of golden minerals and nano peptides lock moisture, nourish and leave your skin with a fine golden hue. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490395488/everyuth-advanced-golden-glow-peel-off-mask-50-gm-0-20200518.jpg,https://www.jiomart.com/p/groceries/everyuth-advanced-golden-glow-peel-off-mask-50-g/490395488,https://www.jiomart.com/p/groceries/everyuth-advanced-golden-glow-peel-off-mask-50-g/490395488,Everyuth Advanced Golden Glow Peel Off Mask 50 g
99,92.07,,"Garnier Men Oil Clear Deep Cleansing Face Wash prepares your face to make the right first impression. This face wash with an intensive anti-grease action works deep down to your skin's pores to clean and refresh it without over-drying. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490843757/garnier-men-oil-clear-deep-cleansing-clay-d-tox-icy-face-wash-50-g-0-20201016.jpg,https://www.jiomart.com/p/groceries/garnier-men-oil-clear-deep-cleansing-clay-d-tox-icy-face-wash-60-g/490843757,https://www.jiomart.com/p/groceries/garnier-men-oil-clear-deep-cleansing-clay-d-tox-icy-face-wash-60-g/490843757,Garnier Men Oil Clear Deep Cleansing Clay D-Tox Icy Face Wash 50 g
225,203,,"Nivea Smooth Milk Body Lotion helps you get a perfectly defined and moisturized skin for the whole day. It is enriched with the goodness of Shea Butter, Gingko extract and Vitamin E that helps you keep your skin hydrated, thus giving it a silky smooth texture and nourished skin. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490782472/nivea-smooth-milk-shea-butter-body-lotion-for-dry-skin-200-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/nivea-shea-smooth-48-hour-body-milk-for-dry-skin-200-ml/490782472,https://www.jiomart.com/p/groceries/nivea-shea-smooth-48-hour-body-milk-for-dry-skin-200-ml/490782472,Nivea Shea Smooth 48 Hour Body Milk for Dry Skin 200 ml
125,115,,"Listerine Cool Mint Mouthwash reaches your mouth to remove germs left over after brushing (leftover germs may cause bad breath, plaque and gum problems). Its unique formula with 4 essential oils rinses deep to remove 99.9% germs and reduces gum problems in just 2 weeks. So what are you waiting for? Buy this product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490823635/listerine-cool-mint-mouthwash-250-ml-0-20200806.jpg,https://www.jiomart.com/p/groceries/listerine-cool-mint-mouthwash-250-ml/490823635,https://www.jiomart.com/p/groceries/listerine-cool-mint-mouthwash-250-ml/490823635,Listerine Cool Mint Mouthwash 250 ml
52,48.36,,"Carry a confident, healthy and white smile after using Colgate Strong Teeth Dental Cream Tooth Paste. This toothpaste has an advanced dental formula that protects your teeth and gums from cavities and plaque. Enjoy clean and fresh breath all day long with this complete care kit for your family's oral health. Brush your teeth twice a day with Colgate Strong Teeth Dental Cream Tooth Paste for great results. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002196/colgate-strong-teeth-dental-cream-toothpaste-100-g-0-20200622.jpeg,https://www.jiomart.com/p/groceries/colgate-strong-teeth-dental-cream-toothpaste-100-g/490002196,https://www.jiomart.com/p/groceries/colgate-strong-teeth-dental-cream-toothpaste-100-g/490002196,Colgate Strong Teeth Dental Cream Toothpaste 100 g
92,84,,"Carry a confident, healthy and white smile after using Colgate Max Fresh Spicy Fresh Red Gel Anticavity Toothpaste. This toothpaste has an advanced dental formula that protects your teeth and gums from cavities and plaque. Enjoy clean and fresh breath all day long. It is a complete care kit for your family's oral health. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002183/colgate-max-fresh-spicy-fresh-red-gel-anticavity-toothpaste-150-g-0-20201015.jpg,https://www.jiomart.com/p/groceries/colgate-max-fresh-spicy-fresh-red-gel-anticavity-toothpaste-150-g/490002183,https://www.jiomart.com/p/groceries/colgate-max-fresh-spicy-fresh-red-gel-anticavity-toothpaste-150-g/490002183,Colgate Max Fresh Spicy Fresh Red Gel Anticavity Toothpaste 150 g
140,117,,"Get germ free hands with Godrej Protekt Masterblaster Handwash. This is tough on germs and does not contain any harmful chemicals. This handwash washes the germs away, leaving you with soft hands. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491293071/godrej-protekt-masterblaster-handwash-refill-750-ml-0-20200518.jpg,https://www.jiomart.com/p/groceries/godrej-protekt-masterblaster-handwash-refill-750-ml/491293071,https://www.jiomart.com/p/groceries/godrej-protekt-masterblaster-handwash-refill-750-ml/491293071,Godrej Protekt Masterblaster Handwash Refill 750 ml
160,148.8,,"Himalaya Neem & Turmeric Soap blends together all the goodness of naturally derived ingredients to keep your skin protected at all times. The oils of Neem and Turmeric, which contain antibacterial and antifungal properties, protect your skin from harsh environmental conditions. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491249578/himalaya-herbals-neem-turmeric-soap-125-g-pack-of-4-0-20201015.jpg,https://www.jiomart.com/p/groceries/himalaya-herbals-neem-turmeric-soap-125-g-pack-of-4/491249578,https://www.jiomart.com/p/groceries/himalaya-herbals-neem-turmeric-soap-125-g-pack-of-4/491249578,Himalaya Herbals Neem & Turmeric Soap 125 g (Pack of 4)
49,45.57,,"Dove Cream Beauty Bathing Bar combines a gentle cleansing formula with Dove's signature moisturizing cream to give you softer, smoother and more glowing skin. The mild cleansers help your skin to retain its natural moisture rather than stripping it away. This Dove Bar even helps to replenish nutrients, that are lost during the cleansing process. Where a regular soap bar might leave your skin feeling dry and tight, this Dove Beauty Bar leaves it feeling soft and smooth. So what are you waiting for? Buy this product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002440/dove-cream-beauty-bathing-bar-75-g-0-20201015.jpg,https://www.jiomart.com/p/groceries/dove-cream-beauty-bathing-bar-75-g/490002440,https://www.jiomart.com/p/groceries/dove-cream-beauty-bathing-bar-75-g/490002440,Dove Cream Beauty Bathing Bar 75 g
55,51.15,,"Want to feel radiant every day? Start every day with the fine fragrance of Lux International Creamy Perfection Beauty Soap. This luxurious body soap combines the soft, feminine scent of white florals with a luscious, creamy formula to pamper your senses and care for your skin. Enriched with Swiss moisturizers, feel the difference when you lather up in the shower and reveal delicately perfumed and radiant skin worthy of a star. Crafted for women who want to feel beautiful every day, the precious essence of white flowers has been transformed into a sophisticated fragrance by the world's top perfumers. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490002473/lux-international-creamy-perfection-bar-soap-125-g-0-20200919.jpg,https://www.jiomart.com/p/groceries/lux-international-creamy-perfection-bar-soap-125-g/490002473,https://www.jiomart.com/p/groceries/lux-international-creamy-perfection-bar-soap-125-g/490002473,Lux International Creamy Perfection Bar Soap 125 g
129,118,," Chandrika Ayurvedic Handmade Soap is enriched with the goodness of seven essential Ayurvedic oils that nourish your skin, giving you all-day-long freshness. So what are you waiting for? Buy the product at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/490002267/chandrika-ayurvedic-soap-buy-3-x-125-gm-get-2-x-75-gm-free-0-20200518.jpg,https://www.jiomart.com/p/groceries/chandrika-ayurvedic-handmade-soap-125-g-pack-of-3/490002267,https://www.jiomart.com/p/groceries/chandrika-ayurvedic-handmade-soap-125-g-pack-of-3/490002267,Chandrika Ayurvedic Handmade Soap 125 g (Pack of 3)
129,119.97,,"Cinthol Cool Menthol Deo Soap is a refreshing bathing soap that helps you begin your day perfectly. Its cooling effect reduces stress while removing dirt gently and cleansing your skin effectively. Its extra-cool Menthol keeps your skin fresh, alive and summer-proof. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490258831/cinthol-cool-deo-soap-115-gm-pack-of-3-0-20200518.jpg,https://www.jiomart.com/p/groceries/cinthol-cool-deo-soap-with-menthol-pack-of-3/490258831,https://www.jiomart.com/p/groceries/cinthol-cool-deo-soap-with-menthol-pack-of-3/490258831,Cinthol Cool Deo Soap with Menthol 125g (Pack of 3)
310,240,https://www.jiomart.com/c/groceries/personal-care/feminine-hygiene/134,"Whisper understands the need of a woman during her menstrual cycle! Try Whisper Ultra Clean Sanitary Napkin to get all-day-long freshness and confidence. It is soft on your skin and gives you complete leakage protection. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490583430/whisper-ultra-clean-sanitary-napkin-with-wings-xl-30-pads-0-20200921.jpg,https://www.jiomart.com/p/groceries/whisper-ultra-clean-sanitary-napkin-with-wings-xl-30-pads/490583430,https://www.jiomart.com/p/groceries/whisper-ultra-clean-sanitary-napkin-with-wings-xl-30-pads/490583430,Whisper Ultra Clean Sanitary Napkin with Wings (XL+) 30 pads
330,260,https://www.jiomart.com/c/groceries/personal-care/feminine-hygiene/134,"It's time to get all-around protection throughout the night with Stayfree Dry-Max All Night Ultra Dry Sanitary Napkin with Wings. It is specially designed ultra napkin is extra-long and extra-wide to prevent leakage from all sides no matter how much you move while you are asleep. So what are you waiting for? Buy the product online at the best rate, right here!",https://www.jiomart.com/images/product/420x420/490792394/stayfree-dry-max-all-night-ultra-thin-sanitary-napkin-with-wings-xl-28-pads-0-20200518.jpg,https://www.jiomart.com/p/groceries/stayfree-dry-max-all-night-ultra-sanitary-napkin-with-wings-xl-28-pads/490792394,https://www.jiomart.com/p/groceries/stayfree-dry-max-all-night-ultra-sanitary-napkin-with-wings-xl-28-pads/490792394,Stayfree Dry-Max All Night Ultra Sanitary Napkin with Wings (XL) 28 pads
450,350,https://www.jiomart.com/c/groceries/personal-care/feminine-hygiene/134,"Stayfree All Night Ultra-Dry Max Sanitary Napkin with Wings has a soft touch cover fits your body and helps prevent rashes and skin irritation so that you can keep moving comfortably and feel protected all day. The blue gel core locks in fluid for the best ever protection and the odour control system helps prevent the foul smell, thus keeping you feeling fresh. Buy this product online here with us. So what are you waiting for? Buy the product at the best rate, right here!",https://www.jiomart.com/images/product/420x420/491487024/stayfree-all-night-ultra-dry-max-sanitary-napkin-with-wings-xl-42-pads-0-20200921.jpg,https://www.jiomart.com/p/groceries/stayfree-all-night-ultra-dry-max-sanitary-napkin-with-wings-xl-42-pads/491487024,https://www.jiomart.com/p/groceries/stayfree-all-night-ultra-dry-max-sanitary-napkin-with-wings-xl-42-pads/491487024,Stayfree All Night Ultra-Dry Max Sanitary Napkin with Wings (XL) 42 pads
105,52.5,https://www.jiomart.com/c/groceries/personal-care/feminine-hygiene/134,"Get all-day-long freshness during your periods with Petals Ultra Comfort Sanitary Napkin with Wings. This is soft on your skin, thus giving you complete protection from leakage with long-lasting odour protection. Move around with confidence and stay active for the whole day. So what are you waiting for? Buy the product online at the best rate, right here! ",https://www.jiomart.com/images/product/420x420/491439067/petals-ultra-comfort-sanitary-napkin-with-wings-xl-7-pads-0-20200930.jpg,https://www.jiomart.com/p/groceries/petals-ultra-comfort-sanitary-napkin-with-wings-xl-7-pads/491439067,https://www.jiomart.com/p/groceries/petals-ultra-comfort-sanitary-napkin-with-wings-xl-7-pads/491439067,Petals Ultra Comfort Sanitary Napkin with Wings (XL+) 7 pads
